tweet_id,timestamp,text,rating_numerator,rating_denominator,name,dogstage,jpg_url,prediction,retweet_count,favorite_count
887517139158093824,2017-07-19,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14.0,10.0,,None,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,,11632,45958
887473957103951883,2017-07-19,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,10.0,Canela,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,18148,68666
887343217045368832,2017-07-18,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,10.0,,None,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,10367,33471
887101392804085760,2017-07-18,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,10.0,,None,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,5940,30350
886983233522544640,2017-07-17,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10.0,Maya,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,7752,34935
886736880519319552,2017-07-16,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10.0,Mingus,None,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,3284,11985
886680336477933568,2017-07-16,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13.0,10.0,Derek,None,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,,4451,22282
886366144734445568,2017-07-15,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10.0,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,3192,21051
886258384151887873,2017-07-15,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,10.0,Waffles,None,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,6260,27795
885984800019947520,2017-07-14,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10.0,Jimbo,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,6798,32496
885528943205470208,2017-07-13,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10.0,Maisey,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,6410,35747
885167619883638784,2017-07-12,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10.0,,None,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,4370,21803
884925521741709313,2017-07-12,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10.0,Earl,None,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,18385,77045
884876753390489601,2017-07-11,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10.0,Lola,None,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,5773,27759
884562892145688576,2017-07-11,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10.0,Kevin,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,4853,24149
884441805382717440,2017-07-10,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10.0,,None,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,5637,26820
884162670584377345,2017-07-09,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,10.0,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,2976,20251
883838122936631299,2017-07-09,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10.0,Noah,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,3435,21760
883482846933004288,2017-07-08,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.5,10.0,Bella,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,9932,45670
883360690899218434,2017-07-07,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,10.0,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,3667,22418
883117836046086144,2017-07-07,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10.0,,None,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,6662,36986
882992080364220416,2017-07-06,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10.0,Rusty,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,3908,23815
882762694511734784,2017-07-06,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10.0,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,4913,28142
882627270321602560,2017-07-05,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10.0,Stanley,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,6076,27741
882268110199369728,2017-07-04,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10.0,Alfy,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,11570,44693
882045870035918850,2017-07-04,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,10.0,Koko,None,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,golden_retriever,4969,29167
881906580714921986,2017-07-03,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10.0,Rey,None,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,3394,24151
881666595344535552,2017-07-03,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10.0,Gary,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,10647,50254
881536004380872706,2017-07-02,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14.0,10.0,,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,15931,49166
881268444196462592,2017-07-01,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12.0,10.0,Elliot,None,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,,5156,22940
880935762899988482,2017-06-30,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13.0,10.0,Louis,None,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,,2775,16912
880872448815771648,2017-06-30,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10.0,,None,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,3810,21155
880465832366813184,2017-06-29,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10.0,Bella,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,6277,28363
880221127280381952,2017-06-29,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10.0,Jesse,None,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,4227,26917
880095782870896641,2017-06-28,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,10.0,,None,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,4361,27469
879862464715927552,2017-06-28,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10.0,Romeo,None,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,3496,22194
879492040517615616,2017-06-27,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10.0,Bailey,None,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,3183,23265
879415818425184262,2017-06-26,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10.0,Duddles,None,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,44131,105281
879376492567855104,2017-06-26,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10.0,Jack,None,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Labrador_retriever,3116,16663
879050749262655488,2017-06-25,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11.0,10.0,Steven,None,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,,4712,22457
879008229531029506,2017-06-25,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10.0,Beau,None,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,2692,18855
878776093423087618,2017-06-25,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,10.0,Snoopy,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,4137,19304
878281511006478336,2017-06-23,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10.0,Shadow,None,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,1294,7711
878057613040115712,2017-06-23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10.0,Emmy,None,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,6838,41807
877736472329191424,2017-06-22,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10.0,Aja,None,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,19132,79452
877556246731214848,2017-06-21,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10.0,Penny,None,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,3825,22625
877316821321428993,2017-06-21,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,10.0,Dante,None,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,5176,27224
877201837425926144,2017-06-20,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,10.0,Nelly,None,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,5596,26973
876838120628539392,2017-06-19,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,10.0,Ginger,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,3360,20564
876484053909872640,2017-06-18,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,10.0,Benedict,None,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,2399,18663
876120275196170240,2017-06-17,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,10.0,Venti,None,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,4696,27770
875747767867523072,2017-06-16,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,10.0,Goose,None,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,4306,25067
875144289856114688,2017-06-15,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,10.0,Nugget,None,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,4932,21821
875021211251597312,2017-06-14,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,10.0,,None,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_Highland_white_terrier,4731,25358
874680097055178752,2017-06-13,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,10.0,Cash,None,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,4665,27719
874296783580663808,2017-06-12,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13.0,10.0,Jed,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,4128,25964
874057562936811520,2017-06-12,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12.0,10.0,,None,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated_retriever,3968,22564
874012996292530176,2017-06-11,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13.0,10.0,Sebastian,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,10489,34499
873580283840344065,2017-06-10,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13.0,10.0,,None,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,3966,24150
873213775632977920,2017-06-09,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12.0,10.0,Sierra,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,1593,7225
872967104147763200,2017-06-09,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12.0,10.0,,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_retriever,5437,27310
872820683541237760,2017-06-08,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13.0,10.0,,None,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,3714,14685
872620804844003328,2017-06-08,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13.0,10.0,Monkey,None,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker_spaniel,3727,20740
872486979161796608,2017-06-07,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12.0,10.0,,None,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,9066,40616
872261713294495745,2017-06-07,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13.0,10.0,Harry,None,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,Labrador_retriever,6384,34159
872122724285648897,2017-06-06,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12.0,10.0,Kody,None,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,pug,8186,34403
871879754684805121,2017-06-06,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13.0,10.0,Lassie,None,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland_sheepdog,11306,38012
871762521631449091,2017-06-05,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12.0,10.0,Rover,pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_retriever,3509,20253
871515927908634625,2017-06-04,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12.0,10.0,Napolean,doggo,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,3482,20212
871032628920680449,2017-06-03,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13.0,10.0,Boomer,None,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie,3849,22656
870804317367881728,2017-06-03,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,11.0,10.0,,None,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,,6275,33648
870656317836468226,2017-06-02,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13.0,10.0,Cody,None,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,2672,12433
870374049280663552,2017-06-01,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13.0,10.0,Zoey,None,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden_retriever,26551,82863
870308999962521604,2017-06-01,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13.0,10.0,Rumble,None,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater_Swiss_Mountain_dog,4209,21869
870063196459192321,2017-05-31,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,14.0,10.0,Clifford,None,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,,8472,36795
869772420881756160,2017-05-31,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13.0,10.0,Dewey,None,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Pembroke,10183,42543
869702957897576449,2017-05-30,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,13.0,10.0,Stanley,None,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Pembroke,6427,28337
